hs6,hs_section,tariff_coef,std_err,t_stat,sig_1pct,dist_coef,epsilon_pt,epsilon_zeroed,flag_zero,flag_positive,flag_missing,nobs,status
490110,10,-12.71974275164492,2.424834440212432,5.245612871834081,TRUE,-0.9143013624732018,-11.71974275164492,-11.71974275164492,FALSE,FALSE,FALSE,126430,ok
490191,10,-6.101093360220591,3.8891900586441728,1.568731090078822,FALSE,-0.7381460060351571,-5.101093360220591,1,TRUE,FALSE,FALSE,86609,ok
490199,10,-10.601038501380948,1.6735545764357187,6.33444445173619,TRUE,-0.7380970318388103,-9.601038501380948,-9.601038501380948,FALSE,FALSE,FALSE,155363,ok
490210,10,-4.105852910207064,2.9562113165061144,1.3888901944464807,FALSE,-1.7532678975680365,-3.105852910207064,1,TRUE,FALSE,FALSE,76988,ok
490290,10,-12.866689083044761,1.8715858532007046,6.874752264792294,TRUE,-1.5980422865438941,-11.866689083044761,-11.866689083044761,FALSE,FALSE,FALSE,111817,ok
490300,10,-5.091201036436141,1.0408168786292025,4.8915434991229745,TRUE,-1.2000550866205792,-4.091201036436141,-4.091201036436141,FALSE,FALSE,FALSE,77326,ok
490400,10,-27.875479183531233,4.725510734729982,5.898934686289323,TRUE,-0.7381728753213614,-26.875479183531233,-26.875479183531233,FALSE,FALSE,FALSE,36161,ok
490510,10,-1.2153914050220753,2.3780968578653083,0.5110773352238764,FALSE,-0.6890657184347341,-0.21539140502207532,1,TRUE,FALSE,FALSE,38294,ok
490591,10,-0.3777763071351079,4.7827397207848135,0.0789874275393597,FALSE,-0.8757616801425533,0.6222236928648921,1,TRUE,FALSE,FALSE,51194,ok
490599,10,-16.780573802329627,5.996300179995122,2.798487950672156,TRUE,-0.5747911661813369,-15.780573802329627,-15.780573802329627,FALSE,FALSE,FALSE,78809,ok
490600,10,-0.04837049534370119,3.6765984041603934,0.013156317341857553,FALSE,-0.8003468727291503,0.9516295046562988,1,TRUE,FALSE,FALSE,62205,ok
